Model,Tn,Left CV,Right CV,Is Nonlinear?
MktRf,47.788688608472704,-1.4974831612508464,1.5486226699148904,True
HML,13.513578963216117,-1.4996497210792703,1.453675530820517,True
SMB,127.71524052998826,-1.5989605296590952,1.1892451631608976,True
nxf,125.0485863883701,-1.6119399803477172,1.5011385611361319,True
chcsho,57.98272383166192,-1.538084412234436,1.5227743546658847,True
pm,68.76919691598026,-1.6462698452133733,1.3764320967396777,True
MktRf+HML+SMB,79.78940241100835,-1.95465833777668,1.7778728418990914,True
SMB+nxf+chcsho+pm,81.63501609765369,-1.8220751181280819,1.8608902928287323,True
